happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,Marriage,Divorce,Actual,Percent,rank,IQ,education_expenditure,avg_income,avg_temp,HDI Rank (2021),Year,Expected Years of Schooling,year,beef,pig,poultry,sheep,Unnamed: 0,TIME,LITRES/CAPITA,avg_temp_c,latitude,longitude,altitude
5.1043415,1.201966,0.86787766,0.3752049,0.42956722,0.21293733,0.27506357,6.8810854,2.0681005,6.0053644,51.92789,45.49791,83.83389,1927.4214,35651.77,20.656395,89.63903,2021.3807,13.721076,2023.3954,15.9285555,11.3925705,31.888746,3.7123842,22.290226,2019.3706,6.7271104,16.434452,20.52212,17.877665,0.39730462
4.6626325,1.0393269,0.8079186,0.32941192,0.37367746,0.20907229,0.22197002,6.8896556,2.0635464,7.0005703,49.26979,56.857773,78.60966,1429.3267,30317.941,22.302916,109.1036,2021.3573,13.460117,2023.3741,17.310358,11.36599,30.55484,3.6689038,23.775955,2019.3527,6.2839217,17.128157,14.348587,19.625729,0.37973648
4.8622236,1.1105266,0.8464768,0.3587681,0.40831307,0.20733085,0.25569993,7.114358,2.0115054,6.665124,48.45478,48.88522,81.77522,1836.8151,32833.87,21.652536,96.83789,2021.4259,13.719934,2023.4381,16.296896,10.772727,32.737217,3.9269505,23.478855,2019.4203,6.4067426,16.637999,16.817842,21.509117,0.42808768
5.3860626,1.2606884,0.9146109,0.4006873,0.44589958,0.21716233,0.2994005,6.8879957,2.1330192,5.516065,55.38444,42.123955,86.40089,2086.721,39786.12,19.75583,81.89698,2021.2953,13.830624,2023.3386,17.06748,12.204291,29.101196,3.5415711,19.402025,2019.2792,6.963933,15.444473,25.646366,9.114482,0.35170814
5.343198,1.2391455,0.9499716,0.39445114,0.43311864,0.21029332,0.28897938,6.8740225,2.062831,6.066047,54.00246,43.649063,85.499535,2102.0186,38747.33,20.001373,76.35935,2021.3019,14.206627,2023.3201,18.062622,11.951496,29.848377,3.756283,20.273676,2019.2872,6.8453846,15.3798485,23.803928,9.3171215,0.32398033
4.7670875,1.0589235,0.8803745,0.33575466,0.38465148,0.20747589,0.21895137,6.926725,1.9797763,6.728728,46.55954,52.543423,79.77893,1520.8859,28752.742,22.20783,107.653496,2021.3799,13.338577,2023.4308,14.721858,11.203373,32.592068,3.644413,24.084036,2019.3893,6.3255367,16.874763,15.466754,24.035252,0.42434877
4.157297,0.9588539,0.7407575,0.27500173,0.368605,0.20262486,0.18815315,6.1440144,2.1190994,6.278552,47.08376,65.17088,76.71951,739.7881,21064.143,24.51463,131.53699,2021.1323,12.652735,2023.1655,14.976225,11.467531,26.68152,2.6611798,24.551596,2019.1436,6.4592257,20.594162,12.944639,22.40324,0.17963189
5.607888,1.2886509,0.9746877,0.4135273,0.4507754,0.2141332,0.307941,6.7772875,2.1491215,5.2752223,56.712654,39.034595,87.939835,2214.6338,40732.684,19.560022,70.993034,2021.2428,14.110561,2023.2806,17.51204,12.571047,28.364332,3.497269,17.777864,2019.217,7.1372366,15.089261,28.456612,2.9329634,0.29078454
4.4905863,1.0134733,0.8015902,0.3117929,0.36885896,0.21058533,0.20385696,6.5065613,2.144916,6.6611896,48.54399,60.477646,77.543335,1078.017,27058.926,23.092684,120.06672,2021.2495,13.21169,2023.2732,16.243088,11.485072,28.64669,3.2192342,24.208824,2019.2476,6.291325,18.291672,13.909932,20.153032,0.2928317
5.5641494,1.3124117,0.9396812,0.41180336,0.46643806,0.221422,0.3096448,6.732628,2.1714518,5.0173984,56.828228,38.992386,87.92135,2112.1167,41156.05,19.245222,78.706635,2021.257,13.823934,2023.3116,16.313667,12.40099,28.402828,3.3479083,18.415457,2019.2368,7.219761,15.207261,28.295826,7.6761756,0.32780635
4.776064,1.016869,0.8306673,0.31778368,0.37717307,0.20959832,0.18736818,6.536643,2.0890017,6.379458,47.598465,56.575645,77.46566,1140.418,25711.32,22.960367,116.17647,2021.2937,13.114748,2023.3496,14.635906,11.340674,30.299767,3.29937,23.908026,2019.2893,6.5473504,17.36843,13.684439,23.991898,0.3491275
4.6463356,1.0605439,0.80403423,0.3300391,0.37478715,0.20706561,0.23707636,7.171225,2.0065296,7.2217155,49.439983,56.303688,79.22584,1612.3181,31886.924,22.086855,104.48095,2021.3907,13.602772,2023.3958,18.07021,11.335533,31.33344,3.8301892,23.981718,2019.3816,6.228343,17.154482,14.689792,17.829628,0.39925787
4.794266,1.0635962,0.94292665,0.34084487,0.3898938,0.20261711,0.21203245,6.8303585,1.9098053,6.447039,42.537098,48.389023,82.10046,1496.4786,27334.475,22.210508,107.73049,2021.3754,13.2097225,2023.4275,12.3356495,10.973765,34.195038,3.608483,24.124182,2019.3873,6.244285,17.227196,17.973871,26.026896,0.4229836
4.512316,1.0017828,0.8063359,0.31316683,0.36929926,0.21204504,0.19442718,6.3385925,2.1882946,6.5126214,48.533634,60.659073,77.17635,1008.8467,26591.371,23.135124,121.457405,2021.2429,13.171956,2023.2743,15.839404,11.393347,28.231964,3.165877,23.779514,2019.2421,6.3304744,18.105467,13.592999,21.95199,0.29474658
4.6236367,1.0374244,0.8074365,0.32642704,0.3722075,0.20914376,0.22056322,6.853602,2.076111,6.9791656,49.191288,57.563217,78.44712,1395.1849,30179.941,22.39902,110.16184,2021.343,13.4626465,2023.36,17.26817,11.386935,30.37876,3.6038115,23.811916,2019.3378,6.261996,17.284868,14.442121,19.509521,0.36830303
5.0855455,1.1633431,0.8622493,0.36071363,0.4386125,0.20595185,0.26031643,6.7103395,2.0464675,5.7697816,48.0554,43.395092,83.95068,1769.3805,31504.184,21.66835,94.15322,2021.3876,13.507418,2023.4,13.175971,10.492287,33.66788,3.578033,23.093267,2019.3667,6.8257127,17.146313,19.429298,24.011211,0.40040156
4.76583,1.0566063,0.85581434,0.33442563,0.38233972,0.20704657,0.22136174,6.9581585,1.9914104,6.835499,47.60711,53.233475,79.50693,1536.6091,29395.729,22.163534,106.76756,2021.3857,13.377332,2023.4254,15.640578,11.2700615,32.278133,3.6968148,23.97777,2019.3898,6.3329062,16.784853,15.196553,22.517384,0.41727716
5.7599735,1.346699,1.0487163,0.42813239,0.4703514,0.21307467,0.31344935,6.6158423,2.1163833,5.1253114,56.792564,36.381577,89.377365,2285.7327,41841.85,18.795982,62.31188,2021.2056,14.478773,2023.2346,17.485615,12.545459,27.898985,3.4150345,17.344498,2019.1809,7.3282776,14.642101,30.651001,2.7143,0.24164006
5.440456,1.2501048,0.9446483,0.4002366,0.43715763,0.21236305,0.29702428,6.8650556,2.1117485,5.7049303,55.337418,41.948933,86.36845,2143.2576,39461.73,19.94792,75.74747,2021.2815,14.07701,2023.3121,17.792965,12.258305,29.2189,3.6468658,19.11628,2019.2607,6.9496326,15.340117,25.590519,6.136631,0.3194423
4.9877477,1.1706654,0.8576185,0.36951163,0.41849968,0.21158074,0.26889932,6.9799514,2.0434494,6.343762,51.074123,47.58706,82.859856,1911.8938,35185.957,20.859978,92.355675,2021.4034,13.757926,2023.4124,16.600393,11.315631,32.002617,3.8282843,22.795212,2019.3972,6.5783725,16.47441,18.986761,18.704523,0.4103813
4.4174023,0.9918195,0.7557791,0.29131827,0.37702417,0.20353459,0.21031761,6.8821774,1.9539012,6.8014774,47.28278,61.237198,78.054596,1167.643,24763.594,23.707228,118.51003,2021.2231,13.035041,2023.2471,16.430712,10.897363,29.108225,3.238992,24.246351,2019.223,6.4744854,19.40952,13.067122,19.775826,0.2543078
4.349148,0.9884155,0.7840069,0.29671133,0.3669566,0.20886287,0.19228762,6.2540727,2.1705496,6.4245915,47.88419,62.885647,76.95216,868.6094,24182.973,23.751503,127.085236,2021.1841,12.955307,2023.212,15.472305,11.550643,27.409935,2.9158506,24.46236,2019.1877,6.3565006,19.296482,13.442382,21.191507,0.23420736
5.403985,1.3136902,1.0214928,0.40467748,0.45510998,0.20284033,0.2845083,6.5848274,2.0251822,6.071147,51.756443,43.360104,85.41441,2096.3342,39072.844,19.51989,68.64641,2021.2533,14.652421,2023.2601,17.976616,11.704124,30.659407,3.655588,20.924187,2019.2384,7.0020547,15.158594,25.471138,12.682148,0.23413324
4.8831053,1.096327,0.86110085,0.35421914,0.41043657,0.20560598,0.24827802,7.0709624,1.9931339,6.502078,46.667393,47.557766,82.21358,1773.094,31244.508,22.00706,97.948135,2021.415,13.675865,2023.4371,15.032204,10.591724,33.55513,3.849296,23.705046,2019.4071,6.386748,16.783796,17.326439,22.800455,0.42301825
4.8058205,1.071979,0.89270973,0.3494625,0.3939976,0.20530212,0.23355362,7.12787,1.9394757,6.753944,45.593494,49.407787,81.559715,1685.2168,30215.617,22.013218,102.18322,2021.415,13.563285,2023.4479,14.867166,10.9103565,33.86576,3.9067447,24.003668,2019.4213,6.1914377,16.830986,16.64564,23.116592,0.43139488
4.8893394,1.0907729,0.86854357,0.3519862,0.41113755,0.20462409,0.24556938,7.05824,1.9789846,6.447244,46.066757,47.209007,82.40777,1749.4375,30679.842,22.101273,98.41032,2021.4097,13.64609,2023.4362,14.579007,10.563474,33.877068,3.817973,23.74417,2019.4039,6.354126,16.832846,17.594326,23.44381,0.42048514
5.079174,1.2050751,0.91390914,0.37611496,0.41840327,0.20401503,0.26938158,6.938407,2.0140073,6.702454,51.348087,48.4486,82.64389,1959.1489,36541.67,20.63555,83.065315,2021.3457,14.222577,2023.3523,18.357212,11.520734,31.504292,3.88549,22.371403,2019.3376,6.624059,15.817947,20.108618,15.3222065,0.33458322
5.6442337,1.3543032,0.9287564,0.40891302,0.48481196,0.22190304,0.30883515,6.489141,2.1930482,4.5649033,56.920532,36.206482,88.51203,2048.1167,39409.65,19.376995,76.76386,2021.2593,13.65391,2023.3081,13.865949,12.03475,30.060858,3.1663272,18.990664,2019.2356,7.3911724,15.840535,28.643808,11.431136,0.328013
4.748412,1.0758023,0.86225426,0.34416464,0.38462493,0.20744997,0.23587556,7.1604214,1.9756633,7.0118403,47.424923,52.16007,80.15679,1691.0701,31135.309,21.819544,103.35754,2021.4233,13.533456,2023.4475,16.237997,11.174745,32.81327,3.891162,24.057562,2019.4282,6.227896,16.631393,15.75309,22.689114,0.4407797
4.5544887,1.0288585,0.8035501,0.3189633,0.3703666,0.2094775,0.21490403,6.729711,2.0987113,6.8663316,48.87075,58.940735,78.10483,1255.9762,28793.248,22.726463,114.56864,2021.2976,13.351548,2023.316,16.868801,11.455662,29.665575,3.4292824,24.110413,2019.2936,6.263097,17.820663,14.276435,19.292782,0.33014336
4.5222616,1.0200859,0.7805811,0.30481553,0.3894018,0.20052484,0.21464518,6.970274,1.9364197,6.8444376,47.038067,59.476875,78.62905,1292.9321,26163.982,23.566425,114.16695,2021.2516,13.127132,2023.2661,16.842161,10.70751,29.621489,3.4322064,24.197575,2019.248,6.447095,18.888296,12.894089,20.287067,0.2747092
5.494548,1.3607413,1.0673757,0.4148474,0.46940306,0.19630755,0.28151888,6.443986,2.0125241,5.900135,50.426086,42.34963,86.168655,2073.223,38661.055,19.263718,64.20789,2021.2128,14.861856,2023.2212,17.683,11.700514,30.648006,3.5507634,20.744802,2019.1963,7.1690106,15.039923,26.655613,13.305645,0.18720667
5.601848,1.3916705,1.0966332,0.42361233,0.47989076,0.19848843,0.2893024,6.330687,2.0263486,5.6888547,51.076218,40.59887,87.07159,2141.0479,40063.152,18.854626,59.840294,2021.1951,14.983748,2023.202,17.607267,11.772891,30.295343,3.487113,20.183691,2019.1772,7.2700863,14.782509,28.577662,11.789737,0.17017439
5.0104284,1.1603872,0.86934394,0.36916846,0.4033412,0.20807666,0.27051055,7.0823817,2.0337114,6.7934275,52.13695,49.20089,82.256065,1959.0911,36246.15,20.95332,88.15825,2021.3862,13.992284,2023.3959,18.43206,11.579432,31.238827,3.9836938,22.485628,2019.3813,6.502677,15.963115,18.636057,14.159316,0.39431572
4.7280917,1.0476478,0.81528807,0.33095875,0.37496597,0.2085062,0.22375365,6.997337,2.03245,7.027625,49.268616,55.350765,78.93835,1505.7147,30366.107,22.141735,106.98211,2021.3807,13.446938,2023.4001,17.192919,11.373907,31.14029,3.7543712,23.782045,2019.3748,6.304959,16.857811,14.5917015,19.687391,0.39758074
4.7302012,1.0672415,0.8174298,0.3365918,0.37732282,0.20746809,0.23795071,7.1793094,2.0041895,7.214516,49.423157,54.28988,79.46939,1664.77,32183.982,21.796734,102.747185,2021.419,13.580618,2023.4258,17.9123,11.331539,31.74013,3.9333801,23.821308,2019.412,6.241673,16.607883,15.110864,19.184553,0.41987595
6.0150676,1.4335711,1.1460657,0.45409325,0.5013575,0.21305777,0.32546195,6.3380723,2.111959,4.729739,57.591652,32.303013,91.81567,2395.8748,43906.21,17.765306,50.432877,2021.15,14.947202,2023.1733,17.253738,12.73543,27.03793,3.2467575,16.117401,2019.1284,7.6206875,13.997478,34.744526,0.93611234,0.17816932
5.9047027,1.4313673,1.1395726,0.4477692,0.49706882,0.20720704,0.31561062,6.340627,2.0735505,5.108775,55.660133,34.435642,90.37342,2336.7202,43350.793,17.887394,51.626358,2021.1669,15.009076,2023.1777,17.647577,12.419778,28.09567,3.3715398,17.616943,2019.1494,7.4264603,14.060646,33.36129,6.0275683,0.17294574
5.130575,1.2697301,0.99830216,0.38929656,0.44464147,0.18004073,0.21085407,6.7151146,1.911856,6.4198675,45.563747,51.253483,83.267944,1471.819,28098.658,21.751678,83.809166,2021.1691,14.369388,2023.192,17.222057,11.144612,30.895496,3.4103374,24.390034,2019.162,6.969715,16.286102,18.890688,18.057589,0.14315268
4.946307,1.0452454,1.0156277,0.34377763,0.42068252,0.19502123,0.20379005,6.62763,1.7976485,5.695362,37.998596,41.57944,85.84755,1419.8289,24475.926,23.004688,107.219246,2021.3309,13.149021,2023.4124,9.00804,10.222659,36.886665,3.4556956,24.07671,2019.3511,6.222693,17.891996,20.611704,27.287642,0.38268816
5.052062,1.2233102,0.9333973,0.38169375,0.4225758,0.1955406,0.25131854,6.878187,1.9933845,6.7197614,49.435326,49.384136,82.57968,1817.6364,34199.36,20.829288,83.512634,2021.3007,14.291802,2023.3103,18.173246,11.405172,31.57123,3.7719257,22.834211,2019.2854,6.719891,15.946519,19.540747,16.84466,0.275983
5.7140627,1.3407072,1.0507191,0.4259765,0.46874818,0.21236806,0.3099641,6.6143627,2.0960355,5.2784753,56.15411,37.19532,89.02652,2263.438,41538.883,18.84138,62.68917,2021.2133,14.535379,2023.2377,17.611652,12.416028,28.194265,3.463707,17.866703,2019.1908,7.2736444,14.657661,29.874517,4.365115,0.24421068
4.8121533,1.0639192,0.95370907,0.3423818,0.39350852,0.2010458,0.21167365,6.8263836,1.8912439,6.3904066,41.858444,47.36151,82.62517,1499.8875,27163.8,22.26221,107.206154,2021.3743,13.221474,2023.4258,11.985056,10.910805,34.71391,3.6122875,24.09435,2019.3856,6.2328634,17.25996,18.388477,25.950602,0.41722164
